Ariel~American History X~0.11793829217319288
Ariel~Popular Music~0.10173404035524213
Ariel~Dances with Wolves~0.11641112202091178
Ariel~Dangerous Liaisons~0.11101014663929556
Shadows in Paradise~The Crime of Padre Amaro~0.10140921733587674
Shadows in Paradise~The Docks of New York~0.11542600308217885
Shadows in Paradise~Lethal Weapon~0.10342535678929443
Shadows in Paradise~Flatliners~0.13269468692114875
Four Rooms~The Million Dollar Hotel~0.11484684232168399
Four Rooms~There's Something About Mary~0.11432073380694115
Judgment Night~Enemy at the Gates~0.14069779452248599
Judgment Night~Kindergarten Cop~0.10255223900586322
Life in Loops (A Megacities RMX)~Megacities~0.18082526332554477
Life in Loops (A Megacities RMX)~Primary~0.11398626478831177
Life in Loops (A Megacities RMX)~Man of Marble~0.10897389750346949
Life in Loops (A Megacities RMX)~People on Sunday~0.13869035685927633
Life in Loops (A Megacities RMX)~The Idiots~0.11173940090494426
Life in Loops (A Megacities RMX)~The Jazz Singer~0.11262135208055207
Life in Loops (A Megacities RMX)~Torrente 2: Mission in Marbella~0.11507679985036601
Finding Nemo~20,000 Leagues Under the Sea~0.10953534843071751
American Beauty~The Docks of New York~0.11804732659788444
American Beauty~Y Tu Mamá También~0.10288277269842272
Dancer in the Dark~November~0.11288478515550368
The Dark~The Terminator~0.1238638199481378
The Dark~Terminator 2: Judgment Day~0.1407898284656938
The Fifth Element~Taxi Driver~0.12313938951884201
The Fifth Element~Jin-Roh: The Wolf Brigade~0.10371344058742375
The Fifth Element~The Discovery of Heaven~0.10701803494033754
Metropolis~The Party 2~0.1369252570824815
Metropolis~Monsieur Ibrahim~0.12123544870816039
Metropolis~Sunrise: A Song of Two Humans~0.11957780812293316
Metropolis~Grand Illusion~0.17213443241136467
Metropolis~Shower~0.11806244626504167
My Life Without Me~Gimme Shelter~0.10824419877771752
My Life Without Me~Sissi: The Fateful Years of an Empress~0.10013126506423493
My Life Without Me~Meet the Robinsons~0.1043993796019135
My Life Without Me~The Vexxer~0.10733900422012099
The Endless Summer~Brokeback Mountain~0.13196952753782748
The Endless Summer~Bruce Almighty~0.10106774773273579
The Endless Summer~Summer in Berlin~0.12517868865638782
The Endless Summer~Flussfahrt mit Huhn~0.11733219154783453
Pirates of the Caribbean: The Curse of the Black Pearl~Pirates of the Caribbean: Dead Man's Chest~0.16499282495347073
Pirates of the Caribbean: The Curse of the Black Pearl~Nostalgia~0.11468612391002997
Kill Bill: Vol. 1~The Man Who Knew Too Much~0.1222675864993251
Kill Bill: Vol. 1~Elevator to the Gallows~0.10533103038007931
Jarhead~Full Metal Jacket~0.13156795027086587
Walk on Water~Beverly Hills Cop~0.102296586106596
Walk on Water~Beverly Hills Cop II~0.13927408283135775
Walk on Water~Maybe... Maybe Not~0.13713870689042723
Walk on Water~Munich~0.14049680459282032
Walk on Water~The World of Apu~0.10016872081248832
Unforgiven~Houseboat~0.12955256281079736
Amores Perros~Wintersleepers~0.12239221710696184
Amores Perros~The Young and the Damned~0.11548731237118331
Amores Perros~Crash~0.11348638891495555
Amores Perros~Babel~0.10776629995352897
Pirates of the Caribbean: Dead Man's Chest~Indiana Jones and the Last Crusade~0.1069257613031081
Pirates of the Caribbean: Dead Man's Chest~Sommersby~0.101059646056651
